method,lambda_lola,x,y,converged,final_distance_to_nash,final_reward_p1,final_reward_p2
standard,0.0,0.8000000000000003,1.2000000000000002,0.0,1.2080022871591622,0.7293446891661939,-0.7293446891661939
standard,0.0,0.8000000000000003,1.4,0.0,1.182267449778811,-0.6919389192858839,0.6919389192858839
standard,0.0,0.8000000000000003,1.6,0.0,0.8901999797047422,-0.29585477421473744,0.29585477421473744
standard,0.0,1.0,-1.6,0.0,1.281603334415179,0.8211826288384241,-0.8211826288384241
standard,0.0,1.0,-1.4000000000000001,0.0,0.9162800632343242,0.3362195521698359,-0.3362195521698359
standard,0.0,1.0,-1.2000000000000002,0.0,1.2175712790861812,-0.7403415670658069,0.7403415670658069
standard,0.0,1.0,-1.0,0.0,1.0840123751573385,-0.5684265345859724,0.5684265345859724
standard,0.0,1.0,-0.8,0.0,0.9404113712030037,0.3862461397944501,-0.3862461397944501
standard,0.0,1.0,-0.6000000000000001,0.0,1.1431862034938551,0.6509377828203191,-0.6509377828203191
standard,0.0,1.0,-0.3999999999999999,0.0,1.148142212101582,0.659060181798983,-0.659060181798983
standard,0.0,1.0,-0.19999999999999996,0.0,1.1350369823553854,0.6434168953744288,-0.6434168953744288
standard,0.0,1.0,0.0,0.0,1.1372039618383045,0.646562852132006,-0.646562852132006
standard,0.0,1.0,0.19999999999999996,0.0,1.1188757228403845,0.6228226897828404,-0.6228226897828404
standard,0.0,1.0,0.3999999999999999,0.0,0.8725669014186646,0.30730936784426655,-0.30730936784426655
standard,0.0,1.0,0.6000000000000001,0.0,1.0706462024341907,-0.5578106026066196,0.5578106026066196
standard,0.0,1.0,0.8000000000000003,0.0,1.1426504566284748,-0.6478667790107028,0.6478667790107028
standard,0.0,1.0,1.0,0.0,1.0840123751551343,0.5684265345831117,-0.5684265345831117
standard,0.0,1.0,1.2000000000000002,0.0,1.1334068974441185,0.6292797006842066,-0.6292797006842066
standard,0.0,1.0,1.4,0.0,1.2442773735224608,-0.7733329893211043,0.7733329893211043
standard,0.0,1.0,1.6,0.0,0.7908347454715738,0.1603236674128828,-0.1603236674128828
standard,0.0,1.2000000000000002,-1.6,0.0,1.205630366124488,0.7177324366052381,-0.7177324366052381
